team_name,team_id,team_country,team_league
Danubio FC,1306,Uruguay,Primera División Clausura
CA Peñarol,861,Uruguay,Primera División Clausura
Atletico River Plate Montevideo,2419,Uruguay,Primera División Clausura
Racing Club de Montevideo,14758,Uruguay,Primera División Clausura
CA Rosario Central,1418,Argentina,Primera Nacional
Vardar Skopje,77,North Macedonia,Prva liga
FK Mladost Lucani,6622,Serbia,Prva liga Srbije
Al-Shabab Club (Riyadh),9840,Saudi Arabia,Saudi Pro League
AC Cesena,1429,Italy,Serie A
Novara FC,6692,Italy,Serie B
Varese Calcio,4361,Italy,Serie B
Paganese Calcio 1926,19164,Italy,Serie C - A
Cavese 1919,6266,Italy,Serie C - B
Città di Foligno 1928,11337,Italy,Serie C - B
Atletico Roma,9353,Italy,Serie C - B
Atromitos Athen,3060,Greece,Super League 1
FK BSK Borca,9060,Serbia,Super liga Srbije
FK Indjija,11044,Serbia,Super liga Srbije
NK Karlovac 1919,10314,Croatia,SuperSport HNL
Ceará Sporting Club,2029,Brazil,Série A
Avaí Futebol Clube (SC),2035,Brazil,Série A
Clube Náutico Capibaribe,2646,Brazil,Série B
Guaratinguetá Futebol Ltda. (SP),15064,Brazil,Série B
Ipatinga Futebol Clube (MG),3270,Brazil,Série B
Duque de Caxias Futebol Clube (RJ),15656,Brazil,Série B
Brasiliense Futebol Clube (DF),3973,Brazil,Série B
Buca Gelistirme Spor,2750,Turkey,Süper Lig
Bucaspor,2750,Turkey,Süper Lig
CD Universidad Católica,17584,Chile,Torneo Clausura
Unión San Felipe,15952,Chile,Torneo Clausura
Al-Dhafra FC,14456,United Arab Emirates,UAE Pro League
Al-Nasr SC (UAE),5432,United Arab Emirates,UAE Pro League
FC Honka,5411,Finland,Veikkausliiga
Chernomorets 1919 Burgas,4494,Bulgaria,efbet Liga
Esbjerg fB,3426,Denmark,1.Division
TKI Tavsanli Linyitspor,23667,Turkey,1.Lig
Karelia Petrozavodsk,17960,Russia,2 League Group 2
FK Istra,13204,Russia,2 League Group 2
Lokomotiv-Kazanka Moscow,21507,Russia,2 League Group 2
Sokol Saratov,3834,Russia,2 League Group 3
FK Podolje ( - 2015),33536,Russia,2 League Group 3
Akademia Togliatti (-2012),21637,Russia,2 League Group 4
FC Lustenau,2231,Austria,2. Liga
Corumspor,20681,Turkey,2.Lig Beyaz
Altay SK,2375,Turkey,2.Lig Beyaz
Pendikspor,3209,Turkey,2.Lig Beyaz
Defne Anadolu FK,9851,Turkey,2.Lig Beyaz
Ofspor,12555,Turkey,2.Lig Beyaz
Zamora CF,10907,Spain,2ª B - Grupo II
Orihuela CF,4054,Spain,2ª B - Grupo III
1.FC Saarbrücken,1,Germany,3. Liga
Chemnitzer FC,21,Germany,3. Liga
1.FC Heidenheim 1846,2036,Germany,3. Liga
SV Darmstadt 98,105,Germany,3. Liga
VfR Aalen,83,Germany,3. Liga
VfL Osnabrück,81,Germany,3. Liga
Inegölspor,2319,Turkey,3.Lig Grup 1
Kepez Belediyespor,31787,Turkey,3.Lig Grup 2
Dardanelspor,1507,Turkey,3.Lig Grup 3
Melbourne City FC,25580,Australia,A-League Men
CS Fola Esch,11976,Luxembourg,BGL Ligue
FC Augsburg,167,Germany,Bundesliga
SV Kapfenberg,2394,Austria,Bundesliga
1. Wiener Neustädter SC,17444,Austria,Bundesliga
RSC Charleroi,172,Belgium,Challenger Pro League
KSK Heist,9888,Belgium,Challenger Pro League
White Star Brussels (- 2017),6342,Belgium,Challenger Pro League
Le Poiré-sur-Vie VF,9902,France,Championnat National
Nîmes Olympique,1160,France,Championnat National
Paris FC,10004,France,Championnat National
SAS Epinal,10838,France,Championnat National
Luzenac Ariège Pyrénées,10407,France,Championnat National
FC Martigues,1165,France,Championnat National
US Créteil-Lusitanos,2067,France,Championnat National
Blackpool FC,1181,England,Championship
Peterborough United,1072,England,Championship
Brighton & Hove Albion,1237,England,Championship
VV Capelle,20945,Netherlands,Derde Divisie Saturday
KVV Quick '20,21615,Netherlands,Derde Divisie Sunday
AFC Amsterdam,2838,Netherlands,Derde Divisie Sunday
Lechia Gdansk,4000,Poland,Ekstraklasa
Polonia Bytom,7976,Poland,Fortuna 1 Liga
Ventforet Kofu,10999,Japan,J2 League
Oud-Heverlee Leuven,2727,Belgium,Jupiler Pro League
Granada CF,16795,Spain,LaLiga
Deportivo de La Coruña,897,Spain,LaLiga2
CD Guadalajara,16576,Spain,LaLiga2
Sheffield United,350,England,League One
Huddersfield Town,1110,England,League One
Preston North End,466,England,League One
Real Agro Aversa,22403,Italy,Lega Pro 2 - B
SS Città di Campobasso,18642,Italy,Lega Pro 2 - B
SS Milazzo,22619,Italy,Lega Pro 2 - B
Politehnica Timisoara ( - 2012),7074,Romania,Liga II - Seria II
CD Feirense,3349,Portugal,Liga Portugal
CF União Madeira,976,Portugal,Liga Sabseg
Atlético CP,5227,Portugal,Liga Sabseg
Dijon FCO,2969,France,Ligue 1
FC Évian Thonon Gaillard,14171,France,Ligue 1
AS Monaco,162,Monaco,Ligue 2
ASO Chlef,13364,Algeria,Ligue Professionnelle 1
Germania Schöneiche,1235,Germany,NOFV-Oberliga Nord
Wrexham AFC,1112,Wales,National League
Darlington FC (- 2012),1089,England,National League
Swansea City,2288,Wales,Premier League
Petrojet,10957,Egypt,Premier League
Wadi Degla FC,18234,Egypt,Premier League
Swansea City,2288,England,Premier League
FK Orenburg,14589,Russia,Premier Liga
FK Baku,10693,Azerbaijan,Premyer Liqa
Liverpool FC Montevideo,10663,Uruguay,Primera División Clausura
CA River Plate,209,Argentina,Primera Nacional
Club de Gimnasia y Esgrima La Plata,1106,Argentina,Primera Nacional
Shkendija Tetovo,1167,North Macedonia,Prva liga
FK Indjija,11044,Serbia,Prva liga Srbije
Al-Nassr FC,18544,Saudi Arabia,Saudi Pro League
Novara Calcio 1908,6692,Italy,Serie A
Nocerina Calcio,4114,Italy,Serie B
Siracusa Calcio,8373,Italy,Serie C - B
Carrarese Calcio 1908,4159,Italy,Serie C - B
US Triestina,4271,Italy,Serie C - B
US Cremonese,2239,Italy,Serie C - B
AC Prato,2250,Italy,Serie C - B
US Pergolettese 1932,4553,Italy,Serie C - B
Piacenza Calcio 1919,1408,Italy,Serie C - B
FC Südtirol,4554,Italy,Serie C - B
Al-Wakrah SC,13509,Qatar,Stars League
Al-Khor SC,5381,Qatar,Stars League
Umm Salal SC,10920,Qatar,Stars League
Panetolikos GFS,6418,Greece,Super League 1
FC Vaslui (- 2014),8174,Romania,SuperLiga
SönderjyskE,5817,Denmark,Superligaen
Orduspor,2323,Turkey,Süper Lig
Istanbul Büyüksehir Belediyespor,6890,Turkey,Süper Lig
Mersin Idmanyurdu,3216,Turkey,Süper Lig
Club Universidad de Chile,1037,Chile,Torneo Clausura
Huachipato FC,6368,Chile,Torneo Clausura
Unión Española,4321,Chile,Torneo Clausura
CD O'Higgins,11470,Chile,Torneo Clausura
Sharjah FC,13613,United Arab Emirates,UAE Pro League
SHB Da Nang FC,14157,Vietnam,V.League 1
Vendsyssel FF,19657,Denmark,1.Division
MKE Ankaragücü,868,Turkey,1.Lig
Fakel Voronezh,1124,Russia,2 League Group 3
FK Orenburg,14589,Russia,2 League Group 4
Gornyak Uchaly,23022,Russia,2 League Group 4
KamAZ Naberezhnye Chelny,3243,Russia,2 League Group 4
SSV Jahn Regensburg,109,Germany,2. Bundesliga
SV Kapfenberg,2394,Austria,2. Liga
Gaziosmanpasa,2324,Turkey,2.Lig Beyaz
Eyüpspor,7160,Turkey,2.Lig Beyaz
Sakaryaspor,2463,Turkey,2.Lig Kirmizi
Baskent Safak Spor FK,12378,Turkey,2.Lig Kirmizi
Pendikspor,3209,Turkey,2.Lig Kirmizi
Bozüyükspor,14928,Turkey,2.Lig Kirmizi
Nazilli Belediyespor,13473,Turkey,2.Lig Kirmizi
Giresunspor,11688,Turkey,2.Lig Kirmizi
Real Unión Club,12405,Spain,2ª B - Grupo II
Albacete Balompié,1532,Spain,2ª B - Grupo IV
Karlsruher SC,48,Germany,3. Liga
Alemannia Aachen,8,Germany,3. Liga
SV Babelsberg 03,90,Germany,3. Liga
Arminia Bielefeld,10,Germany,3. Liga
SpVgg Greuther Fürth,65,Germany,Bundesliga
FC Aarau,116,Switzerland,Challenge League
KSV Oudenaarde,6304,Belgium,Challenger Pro League
KVC Westerlo,968,Belgium,Challenger Pro League
Royal Excel Mouscron (-2022),29228,Belgium,Challenger Pro League
FC Metz,347,France,Championnat National
US Boulogne,7042,France,Championnat National
Blackburn Rovers,164,England,Championship
Bolton Wanderers,355,England,Championship
SV Spakenburg,10803,Netherlands,Derde Divisie Saturday
FK Haugesund,2761,Norway,Eliteserien
FC Dila Gori,32017,Georgia,Erovnuli Liga (bis 2016/17)
Anagennisi Epanomis,24773,Greece,Football League
Arka Gdynia,6107,Poland,Fortuna 1 Liga
FC Hradec Kralove,1897,Czech Republic,Fortuna Liga
SK Beveren,28643,Belgium,Jupiler Pro League
Waasland-Beveren,28643,Belgium,Jupiler Pro League
CD Lugo,11000,Spain,LaLiga2
AD Alcorcón,11596,Spain,LaLiga2
Crewe Alexandra,1042,England,League One
Portsmouth FC,1020,England,League One
Coventry City,990,England,League One
Crawley Town,3537,England,League One
Rangers FC,124,Scotland,League Two
Chesterfield FC,1219,England,League Two
Gillingham FC,2814,England,League Two
Bradford City,1027,England,League Two
AFC Wimbledon,3884,England,League Two
L'Aquila Calcio,4153,Italy,Lega Pro 2 - B
Chieti Calcio,5543,Italy,Lega Pro 2 - B
Club Tijuana,13353,Mexico,Liga MX Clausura
Chiapas FC (- 2017),4774,Mexico,Liga MX Clausura
CD Tondela,7179,Portugal,Liga Sabseg
FC Arouca,8024,Portugal,Liga Sabseg
Stade Reims,1421,France,Ligue 1
AJ Auxerre,290,France,Ligue 2
Diósgyőri VTK,9241,Hungary,NB I.
Tractor FC,12935,Iran,Persian Gulf Pro League
Dundalk FC,6066,Ireland,Premier Division
Bray Wanderers (- 2021),3930,Ireland,Premier Division
Lion City Sailors,4131,Singapore,Premier League
Smouha SC,23387,Egypt,Premier League
Goverla Uzhgorod (- 2016),6996,Ukraine,Premier Liga
Mordovia Saransk (-2020),11126,Russia,Premier Liga
Xäzär Länkäran,8841,Azerbaijan,Premyer Liqa
Club Atlético Cerro,14806,Uruguay,Primera División Clausura
NK Lucko,12109,Croatia,Prva NL
HNK Sibenik,223,Croatia,Prva NL
FK Proleter Novi Sad (- 2022),19488,Serbia,Prva liga Srbije
FK Metalac Gornji Milanovac,12135,Serbia,Prva liga Srbije
Al-Hilal Saudi FC,1114,Saudi Arabia,Saudi Pro League
Independiente del Valle,19309,Ecuador,Serie A Segunda Etapa
FC Pro Vercelli 1892,26789,Italy,Serie B
Spezia Calcio,3522,Italy,Serie B
SS Juve Stabia,5587,Italy,Serie B
US Sassuolo,6574,Italy,Serie B
US Lecce,1005,Italy,Serie C - A
Portogruaro Calcio,15374,Italy,Serie C - A
Pisa Sporting Club,4172,Italy,Serie C - B
AS Gubbio 1910,4326,Italy,Serie C - B
Latina Calcio 1932,22045,Italy,Serie C - B
FK Radnicki 1923 Kragujevac,4645,Serbia,Super liga Srbije
Astra Giurgiu,13499,Romania,SuperLiga
Petrolul Ploiesti,9465,Romania,SuperLiga
Gaz Metan Medias (- 2022),8104,Romania,SuperLiga
ABC Futebol Clube (RN),7209,Brazil,Série B
Club Athletico Paranaense,679,Brazil,Série B
Mersin Talimyurdu SK,3216,Turkey,Süper Lig
Akhisarspor,19771,Turkey,Süper Lig
Akhisar Belediyespor,19771,Turkey,Süper Lig
Al-Ahli Dubai Club,15541,United Arab Emirates,UAE Pro League
IFK Mariehamn,6017,Finland,Veikkausliiga
FK Ufa,28095,Russia,1.Division
Khimik Dzerzhinsk,20923,Russia,1.Division
Rotor Volgograd,3609,Russia,1.Division
1461 Trabzon,12381,Turkey,1.Lig
FC Ingolstadt 04,4795,Germany,2. Bundesliga
Giresunspor,11688,Turkey,2.Lig Beyaz
Kartalspor,1204,Turkey,2.Lig Beyaz
1922 Konyaspor,15156,Turkey,2.Lig Beyaz
Aydinspor 1923,2376,Turkey,2.Lig Beyaz
Bandirmaspor,20760,Turkey,2.Lig Kirmizi
MKE Ankaragücü,868,Turkey,2.Lig Kirmizi
CD Leganés,1244,Spain,2ª B - Grupo II
Elche Ilicitano,12317,Spain,2ª B - Grupo III
Lorca FC (- 2022),34559,Spain,2ª B - Grupo IV
MSV Duisburg,52,Germany,3. Liga
SV Wacker Burghausen,110,Germany,3. Liga
RB Leipzig,23826,Germany,3. Liga
Rot-Weiß Erfurt,111,Germany,3. Liga
1920 Maras Spor,37961,Turkey,3.Lig Grup 1
Antalya Kemerspor,27143,Turkey,3.Lig Grup 1
Silivrispor,37974,Turkey,3.Lig Grup 1
Sancaktepe FK,31788,Turkey,3.Lig Grup 2
Bagcilar Spor Kulübü,14933,Turkey,3.Lig Grup 3
F91 Dudelange,853,Luxembourg,BGL Ligue
SV Grödig,10131,Austria,Bundesliga
Eintracht Braunschweig,23,Germany,Bundesliga
FC Vaduz,163,Liechtenstein,Challenge League
Wigan Athletic,1071,England,Championship
Huddersfield Town,1110,England,Championship
Falkirk FC,1191,Scotland,Championship
AFC Bournemouth,989,England,Championship
GVVV Veenendaal,19964,Netherlands,Derde Divisie Saturday
Rijnsburgse Boys,9545,Netherlands,Derde Divisie Saturday
Excelsior '31 Rijssen,9663,Netherlands,Derde Divisie Saturday
ADO '20 Heemskerk,9547,Netherlands,Derde Divisie Sunday
Levski Sofia,156,Bulgaria,Efbet liga - Championship gr.
Botev Plovdiv,2531,Bulgaria,Efbet liga - Championship gr.
CSKA-Sofia,208,Bulgaria,Efbet liga - Championship gr.
Litex Lovech,271,Bulgaria,Efbet liga - Championship gr.
Podbeskidzie Bielsko-Biala,6361,Poland,Ekstraklasa
Piast Gliwice,6112,Poland,Ekstraklasa
GKS Belchatow,716,Poland,Fortuna 1 Liga
FK Dukla Prague,450,Czech Republic,Fortuna Liga
Elche CF,1531,Spain,LaLiga
Girona FC,12321,Spain,LaLiga2
Peterborough United,1072,England,League One
Wolverhampton Wanderers,543,England,League One
Rangers FC,124,Scotland,League One
Portsmouth FC,1020,England,League Two
Arzanese Calcio,22057,Italy,Lega Pro 2 - B
Sorrento 1945,10118,Italy,Lega Pro 2 - B
AS Melfi,10670,Italy,Lega Pro 2 - B
Aprilia Calcio,11961,Italy,Lega Pro 2 - B
Vigor Lamezia Calcio,4061,Italy,Lega Pro 2 - B
Club Alianza Lima,184,Peru,Liga 1 Clausura
FC Rapid 1923,455,Romania,Liga 2
CF Gloria Bistrita (- 2015),4688,Romania,Liga II - Seria II
FC Arouca,8024,Portugal,Liga Portugal
Enyimba Aba,645,Nigeria,NPFL
Sunshine Stars,17064,Nigeria,NPFL
Damash Gilan FC,12520,Iran,Persian Gulf Pro League
Cardiff City,603,Wales,Premier League
Inter Allies FC,32840,Ghana,Premier League
Cardiff City,603,England,Premier League
CA Fénix,3829,Uruguay,Primera División Clausura
CS Cartaginés,18577,Costa Rica,Primera División Clausura
CA San Martín (San Juan),10511,Argentina,Primera Nacional
CA Independiente,1234,Argentina,Primera Nacional
NK Inker,918,Croatia,Prva NL
US Sassuolo,6574,Italy,Serie A
Barcelona SC Guayaquil,3523,Ecuador,Serie A Segunda Etapa
AC Carpi,4102,Italy,Serie B
Latina Calcio 1932,22045,Italy,Serie B
FC Pro Vercelli 1892,26789,Italy,Serie C - A
Virtus Entella,20519,Italy,Serie C - A
San Marino,10155,Italy,Serie C - A
Savona FBC,13562,Italy,Serie C - A
US Grosseto 1912,4333,Italy,Serie C - B
Al-Arabi SC,1230,Qatar,Stars League
Dalian Professional,33304,China,Super League
Guangzhou FC,10948,China,Super League
PAS Giannina,2671,Greece,Super League 1
AO Platanias,21957,Greece,Super League 1
Panthrakikos Komotini,7185,Greece,Super League 1
FK Spartak Subotica,15276,Serbia,Super liga Srbije
FCV Farul Constanta,29831,Romania,SuperLiga
ACS FC Brasov Steagu Renaste,36593,Romania,SuperLiga
HNK Zadar,2566,Croatia,SuperSport HNL
RNK Split,420,Croatia,SuperSport HNL
NK Lokomotiva Zagreb,11194,Croatia,SuperSport HNL
Sport Club do Recife,8718,Brazil,Série B
Muangthong United,21283,Thailand,Thai League
Leo Chiangrai United,6759,Thailand,Thai League
Buriram United,25449,Thailand,Thai League
Navy FC,6761,Thailand,Thai League 2
Volga Nizhniy Novgorod (- 2016),12438,Russia,1.Division
Krylya Sovetov Samara,2696,Russia,1.Division
Kayserispor,3205,Turkey,1.Lig
Altinordu FK,12374,Turkey,1.Lig
Tekstilshchik Ivanovo,11125,Russia,2 League Group 2
FK Orel,10627,Russia,2 League Group 3
FK Kaluga,28098,Russia,2 League Group 3
Neftekhimik Nizhnekamsk,3733,Russia,2 League Group 4
SV Darmstadt 98,105,Germany,2. Bundesliga
1461 Trabzon,12381,Turkey,2.Lig Beyaz
Fethiyespor,7088,Turkey,2.Lig Beyaz
Hatayspor,7775,Turkey,2.Lig Kirmizi
Altay SK,2375,Turkey,2.Lig Kirmizi
Sestao River,13240,Spain,2ª B - Grupo II
CD Toledo,2929,Spain,2ª B - Grupo II
CD Guadalajara,16576,Spain,2ª B - Grupo II
Córdoba CF B,12834,Spain,2ª B - Grupo IV
Recreativo Granada,21550,Spain,2ª B - Grupo IV
FC Energie Cottbus,25,Germany,3. Liga
SG Dynamo Dresden,129,Germany,3. Liga
Diyarbekir Spor,39807,Turkey,3.Lig Grup 2
Sandiklispor,37973,Turkey,3.Lig Grup 3
Newcastle United Jets,5551,Australia,A-League Men
SC Paderborn 07,127,Germany,Bundesliga
AS Verbroedering Geel,9681,Belgium,Challenger Pro League
KV Woluwe Zaventem,19588,Belgium,Challenger Pro League
Istres Football Club,2580,France,Championnat National
Fulham FC,931,England,Championship
Ajax Amateurs,11495,Netherlands,Derde Divisie Saturday
Ludogorets Razgrad,31614,Bulgaria,Efbet liga - Championship gr.
Zaglebie Lubin,168,Poland,Fortuna 1 Liga
Mouscron-Péruwelz,29228,Belgium,Jupiler Pro League
Roda JC Kerkrade,192,Netherlands,Keuken Kampioen Divisie
SD Eibar,1533,Spain,LaLiga
Córdoba CF,993,Spain,LaLiga
SD Ponferradina,4032,Spain,LaLiga2
Barnsley FC,349,England,League One
Exeter City,6699,England,League Two
Universidad San Martín de Porres,11622,Peru,Liga 1 Clausura
Universitario de Deportes,6593,Peru,Liga 1 Clausura
Club Sporting Cristal,1450,Peru,Liga 1 Clausura
Club León FC,4941,Mexico,Liga MX Clausura
Querétaro FC,4961,Mexico,Liga MX Clausura
CA San Lorenzo de Almagro,1775,Argentina,Liga Profesional
CA Boca Juniors,189,Argentina,Liga Profesional
Club Estudiantes de La Plata,288,Argentina,Liga Profesional
CA Independiente,1234,Argentina,Liga Profesional
Club Olimpo,7468,Argentina,Liga Profesional
Académico Viseu FC,7788,Portugal,Liga Sabseg
Seattle Sounders FC,9636,United States,MLS
SK Brann,1100,Norway,OBOS-ligaen
Galway United FC,42394,Ireland,Premier Division
Cork City FC,27774,Ireland,Premier Division
Tala'ea El Gaish,9219,Egypt,Premier League
FC Astana,22220,Kazakhstan,Premier Liga
FK Aktobe,10157,Kazakhstan,Premier Liga
FK Ufa,28095,Russia,Premier Liga
Arsenal Tula,3729,Russia,Premier Liga
FK Qabala,22010,Azerbaijan,Premyer Liqa
NK Hrvatski Dragovoljac,485,Croatia,Prva NL
Rabotnicki Skopje,4641,North Macedonia,Prva liga
Metalurg Skopje,18506,North Macedonia,Prva liga
SS Virtus Lanciano,4718,Italy,Serie B
Venezia FC,607,Italy,Serie C - A
Santarcangelo Calcio,27525,Italy,Serie C - B
AC Tuttocuoio,36745,Italy,Serie C - B
Savona FBC,13562,Italy,Serie C - B
US Salernitana,380,Italy,Serie C - C
Martina Calcio 1947,4558,Italy,Serie C - C
FC Matera,18950,Italy,Serie C - C
SS Juve Stabia,5587,Italy,Serie C - C
Paganese Calcio 1926,19164,Italy,Serie C - C
AS Melfi,10670,Italy,Serie C - C
Al-Gharafa SC,6297,Qatar,Stars League
Veria NPS,2079,Greece,Super League 1
FK Donji Srem Pecinci,9937,Serbia,Super liga Srbije
GFK Jagodina,12132,Serbia,Super liga Srbije
FK Vozdovac,4634,Serbia,Super liga Srbije
Associação Atlética Ponte Preta,1134,Brazil,Série B
América Futebol Clube (MG),2863,Brazil,Série B
Sampaio Corrêa Futebol Clube (MA),3319,Brazil,Série B
Santa Cruz Futebol Clube (PE),1785,Brazil,Série B
Balikesirspor,20698,Turkey,Süper Lig
Arsenal Fútbol Club,4673,Argentina,Torneo Inicial
Club Olimpo,7468,Argentina,Torneo Inicial
Al-Jazira (Abu Dhabi),2524,United Arab Emirates,UAE Pro League
Al-Ain FC,2150,United Arab Emirates,UAE Pro League
FK Liepaja,43162,Latvia,Virsliga
FC Tosno (-2018),40426,Russia,1.Division
Torpedo Moscow,1186,Russia,2 League Group 3
Energomash Belgorod (-2018),50586,Russia,2 League Group 3
Zenit Izhevsk,6433,Russia,2 League Group 4
Khimik Dzerzhinsk,20923,Russia,2 League Group 4
RB Leipzig,23826,Germany,2. Bundesliga
1.FC Heidenheim 1846,2036,Germany,2. Bundesliga
Bayrampasa Spor,25230,Turkey,2.Lig Beyaz
Bagcilar Spor Kulübü,14933,Turkey,2.Lig Beyaz
Orduspor,2323,Turkey,2.Lig Beyaz
Aydinspor 1923,2376,Turkey,2.Lig Kirmizi
Tuzlaspor,39805,Turkey,2.Lig Kirmizi
SD Leioa,29733,Spain,2ª B - Grupo II
CD Eldense,12567,Spain,2ª B - Grupo III
Lleida Esportiu,33593,Spain,2ª B - Grupo III
Antalya Kemerspor,27143,Turkey,3.Lig Grup 2
Western Sydney Wanderers,36100,Australia,A-League Men
Sydney FC,8054,Australia,A-League Men
SV Darmstadt 98,105,Germany,Bundesliga
FC Ingolstadt 04,4795,Germany,Bundesliga
RFC Seraing,2715,Belgium,Challenger Pro League
Luçon Football Club,30444,France,Championnat National
LB Châteauroux,1175,France,Championnat National
Hibernian FC,903,Scotland,Championship
Rangers FC,124,Scotland,Championship
St. Mirren FC,465,Scotland,Championship
Milton Keynes Dons,991,England,Championship
De Treffers,6160,Netherlands,Derde Divisie Sunday
FC Lienden,11055,Netherlands,Derde Divisie Sunday
FC Tskhinvali,19090,Georgia,Erovnuli Liga (bis 2016/17)
AOK Kerkyra,5219,Greece,Football League
Olimpia Grudziadz,26564,Poland,Fortuna 1 Liga
Zawisza Bydgoszcz,7153,Poland,Fortuna 1 Liga
FC Vysocina Jihlava,7975,Czech Republic,Fortuna Liga
FC Tokyo,6631,Japan,J1 - 2nd Stage
Cerezo Osaka,1022,Japan,J2 League
Royal Excel Mouscron (-2022),29228,Belgium,Jupiler Pro League
UE Costa Brava (- 2022),26132,Spain,LaLiga2
Wigan Athletic,1071,England,League One
Blackpool FC,1181,England,League One
Bradford City,1027,England,League One
Beijing Chengfeng (1995-2020),17250,China,League One
York City,1252,England,League Two
Northampton Town,1302,England,League Two
SC Otelul Galati,4959,Romania,Liga 2
CD Tondela,7179,Portugal,Liga Portugal
CA River Plate,209,Argentina,Liga Profesional
AA Argentinos Juniors,1030,Argentina,Liga Profesional
CA Newell's Old Boys,1286,Argentina,Liga Profesional
Nueva Chicago,10534,Argentina,Liga Profesional
CD Mafra,7056,Portugal,Liga Sabseg
GFC Ajaccio,3558,France,Ligue 1
FC Évian Thonon Gaillard,14171,France,Ligue 2
Football Bourg-en-Bresse Péronnas 01,2972,France,Ligue 2
Portland Timbers,4291,United States,MLS
Philadelphia Union,25467,United States,MLS
ESTAC Troyes B,10846,France,National 2 - Grp. A
Sandnes Ulf,13025,Norway,OBOS-ligaen
Rah Ahan Yazdan FC,10684,Iran,Persian Gulf Pro League
Liberty Professionals FC,13607,Ghana,Premier League
New Edubiase United,35141,Ghana,Premier League
AFC Bournemouth,989,England,Premier League
Tobol Kostanay,10481,Kazakhstan,Premier Liga
Juventud de Las Piedras,17428,Uruguay,Primera División Clausura
Club Ferro Carril Oeste,4557,Argentina,Primera Nacional
Al-Wehda FC,17209,Saudi Arabia,Saudi Pro League
AC Carpi,4102,Italy,Serie A
Frosinone Calcio,8970,Italy,Serie A
Aurora Pro Patria,4146,Italy,Serie C - A
US Pistoiese 1921,1307,Italy,Serie C - B
Catania SSD,1627,Italy,Serie C - C
US Lecce,1005,Italy,Serie C - C
Al-Duhail SC,26091,Qatar,Stars League
Al-Mesaimeer Sports Club,26730,Qatar,Stars League
Changchun Yatai,4768,China,Super League
FC Vaduz,163,Liechtenstein,Super League
Shanghai Port,27190,China,Super League
Concordia Chiajna,15945,Romania,SuperLiga
América Futebol Clube (MG),2863,Brazil,Série A
Associação Chapecoense de Futebol,17776,Brazil,Série A
Botafogo de Futebol e Regatas,537,Brazil,Série B
Goiás Esporte Clube,3197,Brazil,Série B
Mogi Mirim Esporte Clube (SP),1784,Brazil,Série B
Esporte Clube Vitória,2125,Brazil,Série B
Osmanlispor FK,2944,Turkey,Süper Lig
FC Baniyas,4785,United Arab Emirates,UAE Pro League
Ludogorets Razgrad,31614,Bulgaria,efbet Liga
Botev Plovdiv,2531,Bulgaria,efbet Liga
Dynamo Moscow,121,Russia,1.Division
White Star Brussels (- 2017),6342,Belgium,1ste Nationale
RFCB Sprimont ,3945,Belgium,1ste Nationale
Patro Eisden Maasmechelen,3225,Belgium,1ste Nationale
Arsenal-2 Tula,37311,Russia,2 League Group 3
FC Pari Nizhniy Novgorod,49702,Russia,2 League Group 4
VfB Stuttgart,79,Germany,2. Bundesliga
FC Wacker Innsbruck,2444,Austria,2. Liga
FC Liefering,37024,Austria,2. Liga
Körfez SK,12511,Turkey,2.Lig Beyaz
Fatih Karagümrük,6646,Turkey,2.Lig Beyaz
Kayseri Erciyesspor,6894,Turkey,2.Lig Kirmizi
Sariyer,518,Turkey,2.Lig Kirmizi
Karsiyaka,2330,Turkey,2.Lig Kirmizi
UD Logroñés,24420,Spain,2ª B - Grupo II
Albacete Balompié,1532,Spain,2ª B - Grupo II
CF Gavà,3010,Spain,2ª B - Grupo III
CF Villanovense,7052,Spain,2ª B - Grupo IV
Kartalspor,1204,Turkey,3.Lig Grup 1
Orduspor,2323,Turkey,3.Lig Grup 3
Cankaya FK,39797,Turkey,3.Lig Grup 3
RB Leipzig,23826,Germany,Bundesliga
SKN St. Pölten,2662,Austria,Bundesliga
FC Zürich,260,Switzerland,Challenge League
CS Sedan-Ardennes,1081,France,Championnat National
Aston Villa,405,England,Championship
Dundee United FC,1519,Scotland,Championship
Cherno More Varna,967,Bulgaria,Efbet liga - Championship gr.
Lokomotiv Plovdiv,2259,Bulgaria,Efbet liga - Championship gr.
Sagan Tosu,22177,Japan,J1 League
Bucheon FC 1995,35759,"Korea, South",K League 2
CD Leganés,1244,Spain,LaLiga
CF Reus Deportiu (-2020),13225,Spain,LaLiga2
Bolton Wanderers,355,England,League One
AFC Wimbledon,3884,England,League One
Beijing BSU,29301,China,League One
Dalian Professional,33304,China,League One
Crawley Town,3537,England,League Two
Atlético de Rafaela,10233,Argentina,Liga Profesional
CA Rosario Central,1418,Argentina,Liga Profesional
CA Huracán,2063,Argentina,Liga Profesional
Club Atlético Lanús,333,Argentina,Liga Profesional
Quilmes Atlético Club,1826,Argentina,Liga Profesional
Club de Gimnasia y Esgrima La Plata,1106,Argentina,Liga Profesional
Académica Coimbra,2990,Portugal,Liga Sabseg
FC Famalicão,3329,Portugal,Liga Sabseg
Hapoel Raanana,20857,Israel,Ligat ha'Al
GFC Ajaccio,3558,France,Ligue 2
MO Béjaïa,31558,Algeria,Ligue Professionnelle 1
New York City FC,40058,United States,MLS
Esteghlal FC,1076,Iran,Persian Gulf Pro League
Dreams FC,37487,Ghana,Premier League
